data,uf,tipo,titulo,resumo
31/08/2026,AC,abertura,Acre: feed iniciado,"Estado: plano recorrente readaptado para o ciclo. 22 registro(s) municipal(is) verificado(s). MARÉ 69,6/100."
31/08/2026,AL,abertura,Alagoas: feed iniciado,"Estado: plano estadual novo, específico para o El Niño. 14 registro(s) municipal(is) verificado(s). MARÉ 53,5/100."
31/08/2026,AM,abertura,Amazonas: feed iniciado,"Estado: plano estadual novo, específico para o El Niño. 2 registro(s) municipal(is) verificado(s). MARÉ 84,1/100."
31/08/2026,AP,abertura,Amapá: feed iniciado,"Estado: instrumento recorrente, sem menção nominal ao El Niño. 5 registro(s) municipal(is) verificado(s). MARÉ 37,4/100."
31/08/2026,BA,abertura,Bahia: feed iniciado,"Estado: plano estadual em elaboração. 1 registro(s) municipal(is) verificado(s). MARÉ 24,0/100."
31/08/2026,CE,abertura,Ceará: feed iniciado,"Estado: instrumento recorrente, sem menção nominal ao El Niño. 1 registro(s) municipal(is) verificado(s). MARÉ 37,5/100."
31/08/2026,DF,abertura,Distrito Federal: feed iniciado,"Estado: instrumento recorrente, sem menção nominal ao El Niño. 1 registro(s) municipal(is) verificado(s). MARÉ 38,3/100."
31/08/2026,ES,abertura,Espírito Santo: feed iniciado,"Estado: instrumento recorrente, sem menção nominal ao El Niño. 72 registro(s) municipal(is) verificado(s). MARÉ 57,5/100."
31/08/2026,GO,abertura,Goiás: feed iniciado,"Estado: plano estadual novo, específico para o El Niño. 1 registro(s) municipal(is) verificado(s). MARÉ 45,4/100."
31/08/2026,MA,abertura,Maranhão: feed iniciado,"Estado: plano recorrente readaptado para o ciclo. 7 registro(s) municipal(is) verificado(s). MARÉ 60,3/100."
31/08/2026,MG,abertura,Minas Gerais: feed iniciado,"Estado: instrumento recorrente, sem menção nominal ao El Niño. 1 registro(s) municipal(is) verificado(s). MARÉ 23,4/100."
31/08/2026,MS,abertura,Mato Grosso do Sul: feed iniciado,"Estado: plano recorrente readaptado para o ciclo. 6 registro(s) municipal(is) verificado(s). MARÉ 55,0/100."
31/08/2026,MT,abertura,Mato Grosso: feed iniciado,"Estado: plano estadual novo, específico para o El Niño. 4 registro(s) municipal(is) verificado(s). MARÉ 69,3/100."
31/08/2026,PA,abertura,Pará: feed iniciado,"Estado: plano recorrente readaptado para o ciclo. 11 registro(s) municipal(is) verificado(s). MARÉ 34,1/100."
31/08/2026,PB,abertura,Paraíba: feed iniciado,"Estado: sem plano estadual nominal localizado. 19 registro(s) municipal(is) verificado(s). MARÉ 11,9/100."
31/08/2026,PE,abertura,Pernambuco: feed iniciado,"Estado: plano estadual em elaboração. 1 registro(s) municipal(is) verificado(s). MARÉ 23,8/100."
31/08/2026,PI,abertura,Piauí: feed iniciado,"Estado: instrumento recorrente, sem menção nominal ao El Niño. 1 registro(s) municipal(is) verificado(s). MARÉ 37,2/100."
31/08/2026,PR,abertura,Paraná: feed iniciado,"Estado: plano recorrente readaptado para o ciclo. 12 registro(s) municipal(is) verificado(s). MARÉ 67,4/100."
31/08/2026,RJ,abertura,Rio de Janeiro: feed iniciado,"Estado: instrumento recorrente, sem menção nominal ao El Niño. 6 registro(s) municipal(is) verificado(s). MARÉ 44,0/100."
31/08/2026,RN,abertura,Rio Grande do Norte: feed iniciado,"Estado: sem plano estadual nominal localizado. 13 registro(s) municipal(is) verificado(s). MARÉ 10,9/100."
31/08/2026,RO,abertura,Rondônia: feed iniciado,"Estado: plano recorrente readaptado para o ciclo. 1 registro(s) municipal(is) verificado(s). MARÉ 54,1/100."
31/08/2026,RR,abertura,Roraima: feed iniciado,"Estado: instrumento recorrente, sem menção nominal ao El Niño. 10 registro(s) municipal(is) verificado(s). MARÉ 50,3/100."
31/08/2026,RS,abertura,Rio Grande do Sul: feed iniciado,"Estado: plano recorrente readaptado para o ciclo. 2 registro(s) municipal(is) verificado(s). MARÉ 62,3/100."
31/08/2026,SC,abertura,Santa Catarina: feed iniciado,"Estado: plano estadual novo, específico para o El Niño. 15 registro(s) municipal(is) verificado(s). MARÉ 78,6/100."
31/08/2026,SE,abertura,Sergipe: feed iniciado,"Estado: plano estadual novo, específico para o El Niño. 29 registro(s) municipal(is) verificado(s). MARÉ 60,0/100."
31/08/2026,SP,abertura,São Paulo: feed iniciado,"Estado: instrumento recorrente, sem menção nominal ao El Niño. 7 registro(s) municipal(is) verificado(s). MARÉ 40,1/100."
31/08/2026,TO,abertura,Tocantins: feed iniciado,"Estado: plano recorrente readaptado para o ciclo. 1 registro(s) municipal(is) verificado(s). MARÉ 41,7/100."
02/09/2026,PA,municipio,Ananindeua (PA): registro atualizado — ainda não verificado com a bateria completa de fontes,"Antes: registrado como 'nada localizado' sem bateria municipal completa logada. Agora: ainda não verificado com a bateria completa de fontes — reclassificação por regra de prova (§2.1, 02/09/2026), com errata pública; efeito nulo na nota."
02/09/2026,PR,municipio,Antonina (PR): registro atualizado — ainda não verificado com a bateria completa de fontes,"Antes: registrado como 'nada localizado' sem bateria municipal completa logada. Agora: ainda não verificado com a bateria completa de fontes — reclassificação por regra de prova (§2.1, 02/09/2026), com errata pública; efeito nulo na nota."
02/09/2026,AL,municipio,Arapiraca (AL): registro atualizado — ainda não verificado com a bateria completa de fontes,"Antes: registrado como 'nada localizado' sem bateria municipal completa logada. Agora: ainda não verificado com a bateria completa de fontes — reclassificação por regra de prova (§2.1, 02/09/2026), com errata pública; efeito nulo na nota."
02/09/2026,MS,municipio,Campo Grande (MS): registro atualizado — ainda não verificado com a bateria completa de fontes,"Antes: registrado como 'nada localizado' sem bateria municipal completa logada. Agora: ainda não verificado com a bateria completa de fontes — reclassificação por regra de prova (§2.1, 02/09/2026), com errata pública; efeito nulo na nota."
02/09/2026,PA,municipio,Castanhal (PA): registro atualizado — ainda não verificado com a bateria completa de fontes,"Antes: registrado como 'nada localizado' sem bateria municipal completa logada. Agora: ainda não verificado com a bateria completa de fontes — reclassificação por regra de prova (§2.1, 02/09/2026), com errata pública; efeito nulo na nota."
02/09/2026,SC,municipio,Chapecó (SC): registro atualizado — ainda não verificado com a bateria completa de fontes,"Antes: registrado como 'nada localizado' sem bateria municipal completa logada. Agora: ainda não verificado com a bateria completa de fontes — reclassificação por regra de prova (§2.1, 02/09/2026), com errata pública; efeito nulo na nota."
02/09/2026,PA,municipio,Marabá (PA): registro atualizado — ainda não verificado com a bateria completa de fontes,"Antes: registrado como 'nada localizado' sem bateria municipal completa logada. Agora: ainda não verificado com a bateria completa de fontes — reclassificação por regra de prova (§2.1, 02/09/2026), com errata pública; efeito nulo na nota."
02/09/2026,PR,municipio,Morretes (PR): registro atualizado — ainda não verificado com a bateria completa de fontes,"Antes: registrado como 'nada localizado' sem bateria municipal completa logada. Agora: ainda não verificado com a bateria completa de fontes — reclassificação por regra de prova (§2.1, 02/09/2026), com errata pública; efeito nulo na nota."
02/09/2026,RN,municipio,Mossoró (RN): registro atualizado — ainda não verificado com a bateria completa de fontes,"Antes: registrado como 'nada localizado' sem bateria municipal completa logada. Agora: ainda não verificado com a bateria completa de fontes — reclassificação por regra de prova (§2.1, 02/09/2026), com errata pública; efeito nulo na nota."
02/09/2026,RN,municipio,Parnamirim (RN): registro atualizado — ainda não verificado com a bateria completa de fontes,"Antes: registrado como 'nada localizado' sem bateria municipal completa logada. Agora: ainda não verificado com a bateria completa de fontes — reclassificação por regra de prova (§2.1, 02/09/2026), com errata pública; efeito nulo na nota."
02/09/2026,PB,municipio,Patos (PB): registro atualizado — ainda não verificado com a bateria completa de fontes,"Antes: registrado como 'nada localizado' sem bateria municipal completa logada. Agora: ainda não verificado com a bateria completa de fontes — reclassificação por regra de prova (§2.1, 02/09/2026), com errata pública; efeito nulo na nota."
02/09/2026,AL,municipio,Rio Largo (AL): registro atualizado — ainda não verificado com a bateria completa de fontes,"Antes: registrado como 'nada localizado' sem bateria municipal completa logada. Agora: ainda não verificado com a bateria completa de fontes — reclassificação por regra de prova (§2.1, 02/09/2026), com errata pública; efeito nulo na nota."
02/09/2026,PA,municipio,Santarém (PA): registro atualizado — ainda não verificado com a bateria completa de fontes,"Antes: registrado como 'nada localizado' sem bateria municipal completa logada. Agora: ainda não verificado com a bateria completa de fontes — reclassificação por regra de prova (§2.1, 02/09/2026), com errata pública; efeito nulo na nota."
02/09/2026,RN,municipio,São Gonçalo do Amarante (RN): registro atualizado — ainda não verificado com a bateria completa de fontes,"Antes: registrado como 'nada localizado' sem bateria municipal completa logada. Agora: ainda não verificado com a bateria completa de fontes — reclassificação por regra de prova (§2.1, 02/09/2026), com errata pública; efeito nulo na nota."
02/09/2026,MG,municipio,Belo Horizonte (MG): registro atualizado — ainda não verificado com a bateria completa de fontes,"Antes: plano em elaboração, apoiado apenas em imprensa. Agora: ainda não verificado com a bateria completa de fontes — rebaixado a pista pela regra de prova (C10, 02/09/2026), com errata pública; volta a registro com documento primário (ato com número e data em fonte oficial)."
02/09/2026,PA,municipio,Belém (PA): registro atualizado — ainda não verificado com a bateria completa de fontes,"Antes: plano em elaboração, apoiado apenas em imprensa. Agora: ainda não verificado com a bateria completa de fontes — rebaixado a pista pela regra de prova (C10, 02/09/2026), com errata pública; volta a registro com documento primário (ato com número e data em fonte oficial)."
02/09/2026,SP,municipio,Campinas (SP): registro atualizado — ainda não verificado com a bateria completa de fontes,"Antes: plano preventivo, apoiado apenas em imprensa. Agora: ainda não verificado com a bateria completa de fontes — rebaixado a pista pela regra de prova (C10, 02/09/2026), com errata pública; volta a registro com documento primário (ato com número e data em fonte oficial)."
02/09/2026,SC,municipio,Florianópolis (SC): registro atualizado — ainda não verificado com a bateria completa de fontes,"Antes: plano em elaboração, apoiado apenas em imprensa. Agora: ainda não verificado com a bateria completa de fontes — rebaixado a pista pela regra de prova (C10, 02/09/2026), com errata pública; volta a registro com documento primário (ato com número e data em fonte oficial)."
02/09/2026,SP,municipio,Guarujá (SP): registro atualizado — ainda não verificado com a bateria completa de fontes,"Antes: plano preventivo, apoiado apenas em imprensa. Agora: ainda não verificado com a bateria completa de fontes — rebaixado a pista pela regra de prova (C10, 02/09/2026), com errata pública; volta a registro com documento primário (ato com número e data em fonte oficial)."
02/09/2026,SC,municipio,Indaial (SC): registro atualizado — ainda não verificado com a bateria completa de fontes,"Antes: plano em elaboração, apoiado apenas em imprensa. Agora: ainda não verificado com a bateria completa de fontes — rebaixado a pista pela regra de prova (C10, 02/09/2026), com errata pública; volta a registro com documento primário (ato com número e data em fonte oficial)."
02/09/2026,SP,municipio,Jacareí (SP): registro atualizado — ainda não verificado com a bateria completa de fontes,"Antes: plano preventivo, apoiado apenas em imprensa. Agora: ainda não verificado com a bateria completa de fontes — rebaixado a pista pela regra de prova (C10, 02/09/2026), com errata pública; volta a registro com documento primário (ato com número e data em fonte oficial)."
02/09/2026,AP,municipio,Macapá (AP): registro atualizado — ainda não verificado com a bateria completa de fontes,"Antes: plano em elaboração, apoiado apenas em imprensa. Agora: ainda não verificado com a bateria completa de fontes — rebaixado a pista pela regra de prova (C10, 02/09/2026), com errata pública; volta a registro com documento primário (ato com número e data em fonte oficial)."
02/09/2026,SP,municipio,Mauá (SP): registro atualizado — ainda não verificado com a bateria completa de fontes,"Antes: plano preventivo, apoiado apenas em imprensa. Agora: ainda não verificado com a bateria completa de fontes — rebaixado a pista pela regra de prova (C10, 02/09/2026), com errata pública; volta a registro com documento primário (ato com número e data em fonte oficial)."
02/09/2026,AC,municipio,Rio Branco (AC): registro atualizado — ainda não verificado com a bateria completa de fontes,"Antes: plano preventivo, apoiado apenas em imprensa. Agora: ainda não verificado com a bateria completa de fontes — rebaixado a pista pela regra de prova (C10, 02/09/2026), com errata pública; volta a registro com documento primário (ato com número e data em fonte oficial)."
02/09/2026,SC,municipio,Rio do Sul (SC): registro atualizado — ainda não verificado com a bateria completa de fontes,"Antes: plano em elaboração, apoiado apenas em imprensa. Agora: ainda não verificado com a bateria completa de fontes — rebaixado a pista pela regra de prova (C10, 02/09/2026), com errata pública; volta a registro com documento primário (ato com número e data em fonte oficial)."
02/09/2026,SP,municipio,São Bernardo do Campo (SP): registro atualizado — ainda não verificado com a bateria completa de fontes,"Antes: plano preventivo, apoiado apenas em imprensa. Agora: ainda não verificado com a bateria completa de fontes — rebaixado a pista pela regra de prova (C10, 02/09/2026), com errata pública; volta a registro com documento primário (ato com número e data em fonte oficial)."
02/09/2026,BR,verificacao_ampliada,Município IBGE 2602902: nível de verificação ampliado — verificado em fontes nacionais e estaduais,Fonte consultada e registrada no livro de fontes; nenhuma nota muda por verificação.
02/09/2026,AC,indice,"Acre: MARÉ 69,6 → 55,0",Mudança na nota do índice decorrente das atualizações acima.
02/09/2026,AP,indice,"Amapá: MARÉ 37,4 → 28,3",Mudança na nota do índice decorrente das atualizações acima.
02/09/2026,MG,indice,"Minas Gerais: MARÉ 23,4 → 21,7",Mudança na nota do índice decorrente das atualizações acima.
02/09/2026,PA,indice,"Pará: MARÉ 34,1 → 31,7",Mudança na nota do índice decorrente das atualizações acima.
02/09/2026,SC,indice,"Santa Catarina: MARÉ 78,6 → 77,3",Mudança na nota do índice decorrente das atualizações acima.
02/09/2026,SP,indice,"São Paulo: MARÉ 40,1 → 37,9",Mudança na nota do índice decorrente das atualizações acima.
03/09/2026,AC,verificacao_ampliada,Acre: 22 município(s) passaram a 'verificado em fontes nacionais',Fonte consultada e registrada no livro de fontes; nenhuma nota muda por verificação.
03/09/2026,AL,verificacao_ampliada,Alagoas: 102 município(s) passaram a 'verificado em fontes nacionais',Fonte consultada e registrada no livro de fontes; nenhuma nota muda por verificação.
03/09/2026,AM,verificacao_ampliada,Amazonas: 62 município(s) passaram a 'verificado em fontes nacionais',Fonte consultada e registrada no livro de fontes; nenhuma nota muda por verificação.
03/09/2026,AP,verificacao_ampliada,Amapá: 16 município(s) passaram a 'verificado em fontes nacionais',Fonte consultada e registrada no livro de fontes; nenhuma nota muda por verificação.
03/09/2026,BA,verificacao_ampliada,Bahia: 417 município(s) passaram a 'verificado em fontes nacionais',Fonte consultada e registrada no livro de fontes; nenhuma nota muda por verificação.
03/09/2026,CE,verificacao_ampliada,Ceará: 184 município(s) passaram a 'verificado em fontes nacionais',Fonte consultada e registrada no livro de fontes; nenhuma nota muda por verificação.
03/09/2026,DF,verificacao_ampliada,Distrito Federal: 1 município(s) passaram a 'verificado em fontes nacionais',Fonte consultada e registrada no livro de fontes; nenhuma nota muda por verificação.
03/09/2026,ES,verificacao_ampliada,Espírito Santo: 78 município(s) passaram a 'verificado em fontes nacionais',Fonte consultada e registrada no livro de fontes; nenhuma nota muda por verificação.
03/09/2026,GO,verificacao_ampliada,Goiás: 246 município(s) passaram a 'verificado em fontes nacionais',Fonte consultada e registrada no livro de fontes; nenhuma nota muda por verificação.
03/09/2026,MA,verificacao_ampliada,Maranhão: 217 município(s) passaram a 'verificado em fontes nacionais',Fonte consultada e registrada no livro de fontes; nenhuma nota muda por verificação.
03/09/2026,MG,verificacao_ampliada,Minas Gerais: 853 município(s) passaram a 'verificado em fontes nacionais',Fonte consultada e registrada no livro de fontes; nenhuma nota muda por verificação.
03/09/2026,MS,verificacao_ampliada,Mato Grosso do Sul: 79 município(s) passaram a 'verificado em fontes nacionais',Fonte consultada e registrada no livro de fontes; nenhuma nota muda por verificação.
03/09/2026,MT,verificacao_ampliada,Mato Grosso: 142 município(s) passaram a 'verificado em fontes nacionais',Fonte consultada e registrada no livro de fontes; nenhuma nota muda por verificação.
03/09/2026,PA,verificacao_ampliada,Pará: 144 município(s) passaram a 'verificado em fontes nacionais',Fonte consultada e registrada no livro de fontes; nenhuma nota muda por verificação.
03/09/2026,PB,verificacao_ampliada,Paraíba: 223 município(s) passaram a 'verificado em fontes nacionais',Fonte consultada e registrada no livro de fontes; nenhuma nota muda por verificação.
03/09/2026,PE,verificacao_ampliada,Pernambuco: 185 município(s) passaram a 'verificado em fontes nacionais',Fonte consultada e registrada no livro de fontes; nenhuma nota muda por verificação.
03/09/2026,PI,verificacao_ampliada,Piauí: 224 município(s) passaram a 'verificado em fontes nacionais',Fonte consultada e registrada no livro de fontes; nenhuma nota muda por verificação.
03/09/2026,PR,verificacao_ampliada,Paraná: 399 município(s) passaram a 'verificado em fontes nacionais',Fonte consultada e registrada no livro de fontes; nenhuma nota muda por verificação.
03/09/2026,RJ,verificacao_ampliada,Rio de Janeiro: 92 município(s) passaram a 'verificado em fontes nacionais',Fonte consultada e registrada no livro de fontes; nenhuma nota muda por verificação.
03/09/2026,RN,verificacao_ampliada,Rio Grande do Norte: 167 município(s) passaram a 'verificado em fontes nacionais',Fonte consultada e registrada no livro de fontes; nenhuma nota muda por verificação.
03/09/2026,RO,verificacao_ampliada,Rondônia: 52 município(s) passaram a 'verificado em fontes nacionais',Fonte consultada e registrada no livro de fontes; nenhuma nota muda por verificação.
03/09/2026,RR,verificacao_ampliada,Roraima: 15 município(s) passaram a 'verificado em fontes nacionais',Fonte consultada e registrada no livro de fontes; nenhuma nota muda por verificação.
03/09/2026,RS,verificacao_ampliada,Rio Grande do Sul: 497 município(s) passaram a 'verificado em fontes nacionais',Fonte consultada e registrada no livro de fontes; nenhuma nota muda por verificação.
03/09/2026,SC,verificacao_ampliada,Santa Catarina: 295 município(s) passaram a 'verificado em fontes nacionais',Fonte consultada e registrada no livro de fontes; nenhuma nota muda por verificação.
03/09/2026,SE,verificacao_ampliada,Sergipe: 75 município(s) passaram a 'verificado em fontes nacionais',Fonte consultada e registrada no livro de fontes; nenhuma nota muda por verificação.
03/09/2026,SP,verificacao_ampliada,São Paulo: 645 município(s) passaram a 'verificado em fontes nacionais',Fonte consultada e registrada no livro de fontes; nenhuma nota muda por verificação.
03/09/2026,TO,verificacao_ampliada,Tocantins: 139 município(s) passaram a 'verificado em fontes nacionais',Fonte consultada e registrada no livro de fontes; nenhuma nota muda por verificação.
03/09/2026,CE,decreto_reconhecido,Acopiara (CE): reconhecimento federal de emergência (31/07/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
03/09/2026,AC,decreto_reconhecido,Acrelândia (AC): reconhecimento federal de emergência (19/08/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
03/09/2026,SC,decreto_reconhecido,Agronômica (SC): reconhecimento federal de emergência (21/08/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
03/09/2026,RS,decreto_reconhecido,Ametista do Sul (RS): reconhecimento federal de emergência (05/08/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
03/09/2026,AM,decreto_reconhecido,Anamã (AM): reconhecimento federal de emergência (12/08/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
03/09/2026,BA,decreto_reconhecido,Andaraí (BA): reconhecimento federal de emergência (02/09/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
03/09/2026,RS,decreto_reconhecido,Anta Gorda (RS): reconhecimento federal de emergência (14/08/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
03/09/2026,RS,decreto_reconhecido,Arvorezinha (RS): reconhecimento federal de emergência (19/08/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
03/09/2026,AC,decreto_reconhecido,Assis Brasil (AC): reconhecimento federal de emergência (19/08/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
03/09/2026,SC,decreto_reconhecido,Aurora (SC): reconhecimento federal de emergência (19/08/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
03/09/2026,RS,decreto_reconhecido,Bagé (RS): reconhecimento federal de emergência (19/08/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
03/09/2026,RS,decreto_reconhecido,Barra Funda (RS): reconhecimento federal de emergência (03/08/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
03/09/2026,RS,decreto_reconhecido,Barão de Cotegipe (RS): reconhecimento federal de emergência (25/08/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
03/09/2026,BA,decreto_reconhecido,Boa Nova (BA): reconhecimento federal de emergência (17/08/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
03/09/2026,RS,decreto_reconhecido,Bom Retiro do Sul (RS): reconhecimento federal de emergência (28/08/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
03/09/2026,MG,decreto_reconhecido,Bonito de Minas (MG): reconhecimento federal de emergência (05/08/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
03/09/2026,PB,decreto_reconhecido,Bonito de Santa Fé (PB): reconhecimento federal de emergência (14/08/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
03/09/2026,AC,decreto_reconhecido,Brasiléia (AC): reconhecimento federal de emergência (19/08/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
03/09/2026,PB,decreto_reconhecido,Brejo dos Santos (PB): reconhecimento federal de emergência (25/08/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
03/09/2026,AC,decreto_reconhecido,Bujari (AC): reconhecimento federal de emergência (19/08/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
03/09/2026,RS,decreto_reconhecido,Butiá (RS): reconhecimento federal de emergência (25/08/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
03/09/2026,AM,decreto_reconhecido,Caapiranga (AM): reconhecimento federal de emergência (14/08/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
03/09/2026,RN,decreto_reconhecido,Caiçara do Norte (RN): reconhecimento federal de emergência (03/08/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
03/09/2026,PB,decreto_reconhecido,Camalaú (PB): reconhecimento federal de emergência (03/08/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
03/09/2026,BA,decreto_reconhecido,Campo Alegre de Lourdes (BA): reconhecimento federal de emergência (19/08/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
03/09/2026,AL,decreto_reconhecido,Canapi (AL): reconhecimento federal de emergência (25/08/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
03/09/2026,RS,decreto_reconhecido,Canguçu (RS): reconhecimento federal de emergência (25/08/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
03/09/2026,BA,decreto_reconhecido,Canudos (BA): reconhecimento federal de emergência (19/08/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
03/09/2026,AC,decreto_reconhecido,Capixaba (AC): reconhecimento federal de emergência (19/08/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
03/09/2026,RS,decreto_reconhecido,Capão Bonito do Sul (RS): reconhecimento federal de emergência (26/08/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
03/09/2026,MG,decreto_reconhecido,Caranaíba (MG): reconhecimento federal de emergência (03/08/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
03/09/2026,PB,decreto_reconhecido,Caraúbas (PB): reconhecimento federal de emergência (28/08/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
03/09/2026,SE,decreto_reconhecido,Carira (SE): reconhecimento federal de emergência (12/08/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
03/09/2026,RS,decreto_reconhecido,Casca (RS): reconhecimento federal de emergência (31/08/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
03/09/2026,RS,decreto_reconhecido,Caseiros (RS): reconhecimento federal de emergência (12/08/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
03/09/2026,PB,decreto_reconhecido,Catingueira (PB): reconhecimento federal de emergência (03/08/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
03/09/2026,PB,decreto_reconhecido,Catolé do Rocha (PB): reconhecimento federal de emergência (12/08/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
03/09/2026,RS,decreto_reconhecido,Cerrito (RS): reconhecimento federal de emergência (02/09/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
03/09/2026,MG,decreto_reconhecido,Chapada Gaúcha (MG): reconhecimento federal de emergência (14/08/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
03/09/2026,RS,decreto_reconhecido,Charqueadas (RS): reconhecimento federal de emergência (25/08/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
03/09/2026,RS,decreto_reconhecido,Chuí (RS): reconhecimento federal de emergência (25/08/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
03/09/2026,RS,decreto_reconhecido,Ciríaco (RS): reconhecimento federal de emergência (27/08/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
03/09/2026,RS,decreto_reconhecido,Colinas (RS): reconhecimento federal de emergência (22/08/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
03/09/2026,RS,decreto_reconhecido,Colorado (RS): reconhecimento federal de emergência (06/08/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
03/09/2026,BA,decreto_reconhecido,Condeúba (BA): reconhecimento federal de emergência (26/08/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
03/09/2026,PB,decreto_reconhecido,Congo (PB): reconhecimento federal de emergência (12/08/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
03/09/2026,RS,decreto_reconhecido,Coqueiros do Sul (RS): reconhecimento federal de emergência (19/08/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
03/09/2026,AC,decreto_reconhecido,Cruzeiro do Sul (AC): reconhecimento federal de emergência (19/08/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
03/09/2026,RS,decreto_reconhecido,Cruzeiro do Sul (RS): reconhecimento federal de emergência (26/08/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
03/09/2026,RS,decreto_reconhecido,Cândido Godói (RS): reconhecimento federal de emergência (17/08/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
03/09/2026,RS,decreto_reconhecido,David Canabarro (RS): reconhecimento federal de emergência (25/08/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
03/09/2026,MG,decreto_reconhecido,Diamantina (MG): reconhecimento federal de emergência (02/09/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
03/09/2026,AC,decreto_reconhecido,Epitaciolândia (AC): reconhecimento federal de emergência (19/08/2026),"Portaria SEDEC/MIDR no DOU. Ato de resposta: registro à parte, peso zero no índice."
