ibge,uf,municipio,nivel_verificacao,ultima_verificacao,plano_localizado,decreto_reconhecido,decreto_homologado
2515401,PB,São Vicente do Seridó,nacional,2026-09-03,,,
2516409,PB,Tacima,nacional,2026-09-03,,,
2516508,PB,Taperoá,nacional,2026-09-03,,,
2516607,PB,Tavares,nacional,2026-09-03,,,
2516706,PB,Teixeira,nacional,2026-09-03,,,
2516755,PB,Tenório,nacional,2026-09-03,,,
2516805,PB,Triunfo,nacional,2026-09-03,,,
2516904,PB,Uiraúna,nacional,2026-09-03,,,
2517001,PB,Umbuzeiro,nacional,2026-09-03,decreto,,
2517209,PB,Vieirópolis,nacional,2026-09-03,,,
2505501,PB,Vista Serrana,nacional,2026-09-03,,,
2517100,PB,Várzea,nacional,2026-09-03,,,
2517407,PB,Zabelê,nacional,2026-09-03,,,
2500106,PB,Água Branca,nacional,2026-09-03,,,
2600054,PE,Abreu e Lima,nacional,2026-09-03,,,
2600104,PE,Afogados da Ingazeira,nacional,2026-09-03,,,
2600203,PE,Afrânio,nacional,2026-09-03,,,
2600302,PE,Agrestina,nacional,2026-09-03,,,
2600609,PE,Alagoinha,nacional,2026-09-03,,,
2600708,PE,Aliança,nacional,2026-09-03,,,
2600807,PE,Altinho,nacional,2026-09-03,,,
2600906,PE,Amaraji,nacional,2026-09-03,,,
2601003,PE,Angelim,nacional,2026-09-03,,,
2601102,PE,Araripina,nacional,2026-09-03,,,
2601052,PE,Araçoiaba,nacional,2026-09-03,,,
2601201,PE,Arcoverde,nacional,2026-09-03,,,
2601300,PE,Barra de Guabiraba,nacional,2026-09-03,,,
2601409,PE,Barreiros,nacional,2026-09-03,,,
2601706,PE,Belo Jardim,nacional,2026-09-03,,,
2601508,PE,Belém de Maria,nacional,2026-09-03,,,
2601607,PE,Belém do São Francisco,nacional,2026-09-03,,,
2601805,PE,Betânia,nacional,2026-09-03,,,
2601904,PE,Bezerros,nacional,2026-09-03,,,
2602001,PE,Bodocó,nacional,2026-09-03,,,
2602100,PE,Bom Conselho,nacional,2026-09-03,,,
2602209,PE,Bom Jardim,nacional,2026-09-03,,,
2602308,PE,Bonito,nacional,2026-09-03,,,
2602506,PE,Brejinho,nacional,2026-09-03,,,
2602605,PE,Brejo da Madre de Deus,nacional,2026-09-03,,,
2602407,PE,Brejão,nacional,2026-09-03,,,
2602704,PE,Buenos Aires,nacional,2026-09-03,,,
2602803,PE,Buíque,nacional,2026-09-03,,,
2602902,PE,Cabo de Santo Agostinho,nacional,2026-09-03,,,
2603009,PE,Cabrobó,nacional,2026-09-03,,,
2603108,PE,Cachoeirinha,nacional,2026-09-03,,,
2603207,PE,Caetés,nacional,2026-09-03,,,
2603405,PE,Calumbi,nacional,2026-09-03,,,
2603306,PE,Calçado,nacional,2026-09-03,,,
2603454,PE,Camaragibe,nacional,2026-09-03,,,
2603504,PE,Camocim de São Félix,nacional,2026-09-03,,,
2603603,PE,Camutanga,nacional,2026-09-03,,,
2603702,PE,Canhotinho,nacional,2026-09-03,,,
2603801,PE,Capoeiras,nacional,2026-09-03,,,
2603926,PE,Carnaubeira da Penha,nacional,2026-09-03,,,
2603900,PE,Carnaíba,nacional,2026-09-03,,,
2604007,PE,Carpina,nacional,2026-09-03,,,
2604106,PE,Caruaru,nacional,2026-09-03,,,
2604155,PE,Casinhas,nacional,2026-09-03,,,
2604205,PE,Catende,nacional,2026-09-03,,,
2604304,PE,Cedro,nacional,2026-09-03,,,
2604502,PE,Chã Grande,nacional,2026-09-03,,,
2604403,PE,Chã de Alegria,nacional,2026-09-03,,,
2604601,PE,Condado,nacional,2026-09-03,,,
2604700,PE,Correntes,nacional,2026-09-03,,,
2604809,PE,Cortês,nacional,2026-09-03,,,
2604908,PE,Cumaru,nacional,2026-09-03,,,
2605004,PE,Cupira,nacional,2026-09-03,,,
2605103,PE,Custódia,nacional,2026-09-03,,,
2605152,PE,Dormentes,nacional,2026-09-03,,,
2605202,PE,Escada,nacional,2026-09-03,,,
2605301,PE,Exu,nacional,2026-09-03,,,
2605400,PE,Feira Nova,nacional,2026-09-03,,,
2605459,PE,Fernando de Noronha,nacional,2026-09-03,,,
2605509,PE,Ferreiros,nacional,2026-09-03,,,
2605608,PE,Flores,nacional,2026-09-03,,,
2605707,PE,Floresta,nacional,2026-09-03,,,
2605806,PE,Frei Miguelinho,nacional,2026-09-03,,,
2605905,PE,Gameleira,nacional,2026-09-03,,,
2606002,PE,Garanhuns,nacional,2026-09-03,,,
2606101,PE,Glória do Goitá,nacional,2026-09-03,,,
2606200,PE,Goiana,nacional,2026-09-03,,,
2606309,PE,Granito,nacional,2026-09-03,,,
2606408,PE,Gravatá,nacional,2026-09-03,,,
2606507,PE,Iati,nacional,2026-09-03,,,
2606606,PE,Ibimirim,nacional,2026-09-03,,,
2606705,PE,Ibirajuba,nacional,2026-09-03,,,
2606804,PE,Igarassu,nacional,2026-09-03,,,
2606903,PE,Iguaracy,nacional,2026-09-03,,,
2607604,PE,Ilha de Itamaracá,nacional,2026-09-03,,,
2607000,PE,Inajá,nacional,2026-09-03,,,
2607109,PE,Ingazeira,nacional,2026-09-03,,,
2607208,PE,Ipojuca,nacional,2026-09-03,,,
2607307,PE,Ipubi,nacional,2026-09-03,,,
2607406,PE,Itacuruba,nacional,2026-09-03,,,
2607653,PE,Itambé,nacional,2026-09-03,,,
2607703,PE,Itapetim,nacional,2026-09-03,,,
2607752,PE,Itapissuma,nacional,2026-09-03,,,
2607802,PE,Itaquitinga,nacional,2026-09-03,,,
2607505,PE,Itaíba,nacional,2026-09-03,,,
2607901,PE,Jaboatão dos Guararapes,nacional,2026-09-03,,,
2607950,PE,Jaqueira,nacional,2026-09-03,,,
2608008,PE,Jataúba,nacional,2026-09-03,,,
2608057,PE,Jatobá,nacional,2026-09-03,,,
2608206,PE,Joaquim Nabuco,nacional,2026-09-03,,,
2608107,PE,João Alfredo,nacional,2026-09-03,,,
2608255,PE,Jucati,nacional,2026-09-03,,,
2608305,PE,Jupi,nacional,2026-09-03,,,
2608404,PE,Jurema,nacional,2026-09-03,,,
2608750,PE,Lagoa Grande,nacional,2026-09-03,,,
2608503,PE,Lagoa de Itaenga,nacional,2026-09-03,,,
2608453,PE,Lagoa do Carro,nacional,2026-09-03,,,
2608602,PE,Lagoa do Ouro,nacional,2026-09-03,,,
2608701,PE,Lagoa dos Gatos,nacional,2026-09-03,,,
2608800,PE,Lajedo,nacional,2026-09-03,,,
2608909,PE,Limoeiro,nacional,2026-09-03,,,
2609006,PE,Macaparana,nacional,2026-09-03,,,
2609105,PE,Machados,nacional,2026-09-03,,,
2609154,PE,Manari,nacional,2026-09-03,,,
2609204,PE,Maraial,nacional,2026-09-03,,,
2609303,PE,Mirandiba,nacional,2026-09-03,,,
2614303,PE,Moreilândia,nacional,2026-09-03,,,
2609402,PE,Moreno,nacional,2026-09-03,,,
2609501,PE,Nazaré da Mata,nacional,2026-09-03,,,
2609600,PE,Olinda,nacional,2026-09-03,,,
2609709,PE,Orobó,nacional,2026-09-03,,,
2609808,PE,Orocó,nacional,2026-09-03,,,
2609907,PE,Ouricuri,nacional,2026-09-03,,,
2610004,PE,Palmares,nacional,2026-09-03,,,
2610103,PE,Palmeirina,nacional,2026-09-03,,,
2610202,PE,Panelas,nacional,2026-09-03,,,
2610301,PE,Paranatama,nacional,2026-09-03,,,
2610400,PE,Parnamirim,nacional,2026-09-03,,,
2610509,PE,Passira,nacional,2026-09-03,,,
2610608,PE,Paudalho,nacional,2026-09-03,,,
2610707,PE,Paulista,nacional,2026-09-03,,,
2610806,PE,Pedra,nacional,2026-09-03,,,
2610905,PE,Pesqueira,nacional,2026-09-03,,,
2611101,PE,Petrolina,nacional,2026-09-03,,,
2611002,PE,Petrolândia,nacional,2026-09-03,,,
2611309,PE,Pombos,nacional,2026-09-03,,,
2611200,PE,Poção,nacional,2026-09-03,,,
2611408,PE,Primavera,nacional,2026-09-03,,,
2611507,PE,Quipapá,nacional,2026-09-03,,,
2611533,PE,Quixaba,nacional,2026-09-03,,,
2611606,PE,Recife,nacional,2026-09-03,plano,,
2611705,PE,Riacho das Almas,nacional,2026-09-03,,,
2611804,PE,Ribeirão,nacional,2026-09-03,,,
2611903,PE,Rio Formoso,nacional,2026-09-03,,,
2612000,PE,Sairé,nacional,2026-09-03,,,
2612109,PE,Salgadinho,nacional,2026-09-03,,,
2612208,PE,Salgueiro,nacional,2026-09-03,,,
2612307,PE,Saloá,nacional,2026-09-03,,,
2612406,PE,Sanharó,nacional,2026-09-03,,,
2612455,PE,Santa Cruz,nacional,2026-09-03,,,
2612471,PE,Santa Cruz da Baixa Verde,nacional,2026-09-03,,,
2612505,PE,Santa Cruz do Capibaribe,nacional,2026-09-03,,,
2612554,PE,Santa Filomena,nacional,2026-09-03,,,
2612604,PE,Santa Maria da Boa Vista,nacional,2026-09-03,,,
2612703,PE,Santa Maria do Cambucá,nacional,2026-09-03,,,
2612802,PE,Santa Terezinha,nacional,2026-09-03,,,
2613909,PE,Serra Talhada,nacional,2026-09-03,,,
2614006,PE,Serrita,nacional,2026-09-03,,,
2614105,PE,Sertânia,nacional,2026-09-03,,,
2614204,PE,Sirinhaém,nacional,2026-09-03,,,
2614402,PE,Solidão,nacional,2026-09-03,,,
2614501,PE,Surubim,nacional,2026-09-03,,,
2612901,PE,São Benedito do Sul,nacional,2026-09-03,,,
2613008,PE,São Bento do Una,nacional,2026-09-03,,,
2613107,PE,São Caetano,nacional,2026-09-03,,,
2613305,PE,São Joaquim do Monte,nacional,2026-09-03,,,
2613404,PE,São José da Coroa Grande,nacional,2026-09-03,,,
2613503,PE,São José do Belmonte,nacional,2026-09-03,,,
2613602,PE,São José do Egito,nacional,2026-09-03,,,
2613206,PE,São João,nacional,2026-09-03,,,
2613701,PE,São Lourenço da Mata,nacional,2026-09-03,,,
2613800,PE,São Vicente Ferrer,nacional,2026-09-03,,,
2614600,PE,Tabira,nacional,2026-09-03,,,
2614709,PE,Tacaimbó,nacional,2026-09-03,,,
2614808,PE,Tacaratu,nacional,2026-09-03,,,
2614857,PE,Tamandaré,nacional,2026-09-03,,,
2615003,PE,Taquaritinga do Norte,nacional,2026-09-03,,,
2615102,PE,Terezinha,nacional,2026-09-03,,,
2615201,PE,Terra Nova,nacional,2026-09-03,,,
2615300,PE,Timbaúba,nacional,2026-09-03,,,
2615409,PE,Toritama,nacional,2026-09-03,,,
2615508,PE,Tracunhaém,nacional,2026-09-03,,,
2615607,PE,Trindade,nacional,2026-09-03,,,
2615706,PE,Triunfo,nacional,2026-09-03,,,
2615805,PE,Tupanatinga,nacional,2026-09-03,,,
2615904,PE,Tuparetama,nacional,2026-09-03,,,
2616001,PE,Venturosa,nacional,2026-09-03,,,
2616100,PE,Verdejante,nacional,2026-09-03,,,
2616183,PE,Vertente do Lério,nacional,2026-09-03,,,
2616209,PE,Vertentes,nacional,2026-09-03,,,
2616308,PE,Vicência,nacional,2026-09-03,,,
2616407,PE,Vitória de Santo Antão,nacional,2026-09-03,,,
2616506,PE,Xexéu,nacional,2026-09-03,,,
2600401,PE,Água Preta,nacional,2026-09-03,,,
2600500,PE,Águas Belas,nacional,2026-09-03,,,
2200053,PI,Acauã,nacional,2026-09-03,,,
2200103,PI,Agricolândia,nacional,2026-09-03,,,
2200251,PI,Alagoinha do Piauí,nacional,2026-09-03,,,
2200277,PI,Alegrete do Piauí,nacional,2026-09-03,,,
2200301,PI,Alto Longá,nacional,2026-09-03,,,
2200400,PI,Altos,nacional,2026-09-03,,,
2200459,PI,Alvorada do Gurguéia,nacional,2026-09-03,,,
2200509,PI,Amarante,nacional,2026-09-03,,,
2200608,PI,Angical do Piauí,nacional,2026-09-03,,,
2200806,PI,Antônio Almeida,nacional,2026-09-03,,,
2200707,PI,Anísio de Abreu,nacional,2026-09-03,,,
2200905,PI,Aroazes,nacional,2026-09-03,,,
2200954,PI,Aroeiras do Itaim,nacional,2026-09-03,,,
2201002,PI,Arraial,nacional,2026-09-03,,,
2201051,PI,Assunção do Piauí,nacional,2026-09-03,,,
2201101,PI,Avelino Lopes,nacional,2026-09-03,,,
2201150,PI,Baixa Grande do Ribeiro,nacional,2026-09-03,,,
2201176,PI,Barra D'Alcântara,nacional,2026-09-03,,,
2201200,PI,Barras,nacional,2026-09-03,,,
2201309,PI,Barreiras do Piauí,nacional,2026-09-03,,,
2201408,PI,Barro Duro,nacional,2026-09-03,,,
2201507,PI,Batalha,nacional,2026-09-03,,,
2201556,PI,Bela Vista do Piauí,nacional,2026-09-03,,,
2201572,PI,Belém do Piauí,nacional,2026-09-03,,,
2201606,PI,Beneditinos,nacional,2026-09-03,,,
2201705,PI,Bertolínia,nacional,2026-09-03,,,
2201739,PI,Betânia do Piauí,nacional,2026-09-03,,,
2201770,PI,Boa Hora,nacional,2026-09-03,,,
2201804,PI,Bocaina,nacional,2026-09-03,,,
2201903,PI,Bom Jesus,nacional,2026-09-03,,,
2201919,PI,Bom Princípio do Piauí,nacional,2026-09-03,,,
2201929,PI,Bonfim do Piauí,nacional,2026-09-03,,,
2201945,PI,Boqueirão do Piauí,nacional,2026-09-03,,,
2201960,PI,Brasileira,nacional,2026-09-03,,,
2201988,PI,Brejo do Piauí,nacional,2026-09-03,,,
2202000,PI,Buriti dos Lopes,nacional,2026-09-03,,,
2202026,PI,Buriti dos Montes,nacional,2026-09-03,,,
2202059,PI,Cabeceiras do Piauí,nacional,2026-09-03,,,
2202075,PI,Cajazeiras do Piauí,nacional,2026-09-03,,,
2202083,PI,Cajueiro da Praia,nacional,2026-09-03,,,
2202091,PI,Caldeirão Grande do Piauí,nacional,2026-09-03,,,
2202109,PI,Campinas do Piauí,nacional,2026-09-03,,,
2202117,PI,Campo Alegre do Fidalgo,nacional,2026-09-03,,,
2202133,PI,Campo Grande do Piauí,nacional,2026-09-03,,,
2202174,PI,Campo Largo do Piauí,nacional,2026-09-03,,,
2202208,PI,Campo Maior,nacional,2026-09-03,,,
2202251,PI,Canavieira,nacional,2026-09-03,,,
2202307,PI,Canto do Buriti,nacional,2026-09-03,,,
2202455,PI,Capitão Gervásio Oliveira,nacional,2026-09-03,,,
2202406,PI,Capitão de Campos,nacional,2026-09-03,,,
2202505,PI,Caracol,nacional,2026-09-03,,,
2202539,PI,Caraúbas do Piauí,nacional,2026-09-03,,,
2202554,PI,Caridade do Piauí,nacional,2026-09-03,,,
2202604,PI,Castelo do Piauí,nacional,2026-09-03,,,
2202653,PI,Caxingó,nacional,2026-09-03,,,
2202703,PI,Cocal,nacional,2026-09-03,,,
2202711,PI,Cocal de Telha,nacional,2026-09-03,,,
2202729,PI,Cocal dos Alves,nacional,2026-09-03,,,
2202737,PI,Coivaras,nacional,2026-09-03,,,
2202752,PI,Colônia do Gurguéia,nacional,2026-09-03,,,
2202778,PI,Colônia do Piauí,nacional,2026-09-03,,,
2202802,PI,Conceição do Canindé,nacional,2026-09-03,,,
2202851,PI,Coronel José Dias,nacional,2026-09-03,,,
2202901,PI,Corrente,nacional,2026-09-03,,,
2203008,PI,Cristalândia do Piauí,nacional,2026-09-03,,,
2203107,PI,Cristino Castro,nacional,2026-09-03,,,
2203206,PI,Curimatá,nacional,2026-09-03,,,
2203230,PI,Currais,nacional,2026-09-03,,,
2203271,PI,Curral Novo do Piauí,nacional,2026-09-03,,,
2203255,PI,Curralinhos,nacional,2026-09-03,,,
2203305,PI,Demerval Lobão,nacional,2026-09-03,,,
2203354,PI,Dirceu Arcoverde,nacional,2026-09-03,,,
2203404,PI,Dom Expedito Lopes,nacional,2026-09-03,,,
2203453,PI,Dom Inocêncio,nacional,2026-09-03,,,
2203420,PI,Domingos Mourão,nacional,2026-09-03,,,
2203503,PI,Elesbão Veloso,nacional,2026-09-03,,,
2203602,PI,Eliseu Martins,nacional,2026-09-03,,,
2203701,PI,Esperantina,nacional,2026-09-03,,,
2203750,PI,Fartura do Piauí,nacional,2026-09-03,,,
2203800,PI,Flores do Piauí,nacional,2026-09-03,,,
2203859,PI,Floresta do Piauí,nacional,2026-09-03,,,
2203909,PI,Floriano,nacional,2026-09-03,,,
2204006,PI,Francinópolis,nacional,2026-09-03,,,
2204105,PI,Francisco Ayres,nacional,2026-09-03,,,
2204154,PI,Francisco Macedo,nacional,2026-09-03,,,
2204204,PI,Francisco Santos,nacional,2026-09-03,,,
2204303,PI,Fronteiras,nacional,2026-09-03,,,
2204352,PI,Geminiano,nacional,2026-09-03,,,
2204402,PI,Gilbués,nacional,2026-09-03,,,
2204501,PI,Guadalupe,nacional,2026-09-03,,,
2204550,PI,Guaribas,nacional,2026-09-03,,,
2204600,PI,Hugo Napoleão,nacional,2026-09-03,,,
2204659,PI,Ilha Grande,nacional,2026-09-03,,,
2204709,PI,Inhuma,nacional,2026-09-03,,,
2204808,PI,Ipiranga do Piauí,nacional,2026-09-03,,,
2204907,PI,Isaías Coelho,nacional,2026-09-03,,,
2205003,PI,Itainópolis,nacional,2026-09-03,,,
2205102,PI,Itaueira,nacional,2026-09-03,,,
2205151,PI,Jacobina do Piauí,nacional,2026-09-03,,,
2205201,PI,Jaicós,nacional,2026-09-03,,,
2205250,PI,Jardim do Mulato,nacional,2026-09-03,,,
2205276,PI,Jatobá do Piauí,nacional,2026-09-03,,,
2205300,PI,Jerumenha,nacional,2026-09-03,,,
2205409,PI,Joaquim Pires,nacional,2026-09-03,,,
2205458,PI,Joca Marques,nacional,2026-09-03,,,
2205508,PI,José de Freitas,nacional,2026-09-03,,,
2205359,PI,João Costa,nacional,2026-09-03,,,
2205516,PI,Juazeiro do Piauí,nacional,2026-09-03,,,
2205532,PI,Jurema,nacional,2026-09-03,,,
2205524,PI,Júlio Borges,nacional,2026-09-03,,,
2205557,PI,Lagoa Alegre,nacional,2026-09-03,,,
2205573,PI,Lagoa de São Francisco,nacional,2026-09-03,,,
2205565,PI,Lagoa do Barro do Piauí,nacional,2026-09-03,,,
2205581,PI,Lagoa do Piauí,nacional,2026-09-03,,,
2205599,PI,Lagoa do Sítio,nacional,2026-09-03,,,
2205540,PI,Lagoinha do Piauí,nacional,2026-09-03,,,
2205607,PI,Landri Sales,nacional,2026-09-03,,,
2205805,PI,Luzilândia,nacional,2026-09-03,,,
2205706,PI,Luís Correia,nacional,2026-09-03,,,
2205854,PI,Madeiro,nacional,2026-09-03,,,
2205904,PI,Manoel Emídio,nacional,2026-09-03,,,
2205953,PI,Marcolândia,nacional,2026-09-03,,,
2206001,PI,Marcos Parente,nacional,2026-09-03,,,
2206050,PI,Massapê do Piauí,nacional,2026-09-03,,,
2206100,PI,Matias Olímpio,nacional,2026-09-03,,,
2206209,PI,Miguel Alves,nacional,2026-09-03,,,
2206308,PI,Miguel Leão,nacional,2026-09-03,,,
2206357,PI,Milton Brandão,nacional,2026-09-03,,,
2206407,PI,Monsenhor Gil,nacional,2026-09-03,,,
2206506,PI,Monsenhor Hipólito,nacional,2026-09-03,,,
2206605,PI,Monte Alegre do Piauí,nacional,2026-09-03,,,
2206654,PI,Morro Cabeça no Tempo,nacional,2026-09-03,,,
2206670,PI,Morro do Chapéu do Piauí,nacional,2026-09-03,,,
2206696,PI,Murici dos Portelas,nacional,2026-09-03,,,
2206704,PI,Nazaré do Piauí,nacional,2026-09-03,,,
2206720,PI,Nazária,nacional,2026-09-03,,,
2206753,PI,Nossa Senhora de Nazaré,nacional,2026-09-03,,,
2206803,PI,Nossa Senhora dos Remédios,nacional,2026-09-03,,,
2207959,PI,Nova Santa Rita,nacional,2026-09-03,,,
2206902,PI,Novo Oriente do Piauí,nacional,2026-09-03,,,
2206951,PI,Novo Santo Antônio,nacional,2026-09-03,,,
2207009,PI,Oeiras,nacional,2026-09-03,,,
2207108,PI,Olho D'Água do Piauí,nacional,2026-09-03,,,
2207207,PI,Padre Marcos,nacional,2026-09-03,,,
2207306,PI,Paes Landim,nacional,2026-09-03,,,
2207355,PI,Pajeú do Piauí,nacional,2026-09-03,,,
2207405,PI,Palmeira do Piauí,nacional,2026-09-03,,,
2207504,PI,Palmeirais,nacional,2026-09-03,,,
2207553,PI,Paquetá,nacional,2026-09-03,,,
2207603,PI,Parnaguá,nacional,2026-09-03,,,
2207702,PI,Parnaíba,nacional,2026-09-03,,,
2207751,PI,Passagem Franca do Piauí,nacional,2026-09-03,,,
2207777,PI,Patos do Piauí,nacional,2026-09-03,,,
2207793,PI,Pau D'Arco do Piauí,nacional,2026-09-03,,,
2207801,PI,Paulistana,nacional,2026-09-03,,,
2207850,PI,Pavussu,nacional,2026-09-03,,,
2207900,PI,Pedro II,nacional,2026-09-03,,,
2207934,PI,Pedro Laurentino,nacional,2026-09-03,,,
2208007,PI,Picos,nacional,2026-09-03,,,
2208106,PI,Pimenteiras,nacional,2026-09-03,,,
2208205,PI,Pio IX,nacional,2026-09-03,,,
2208304,PI,Piracuruca,nacional,2026-09-03,,,
2208403,PI,Piripiri,nacional,2026-09-03,,,
2208502,PI,Porto,nacional,2026-09-03,,,
2208551,PI,Porto Alegre do Piauí,nacional,2026-09-03,,,
2208601,PI,Prata do Piauí,nacional,2026-09-03,,,
2208650,PI,Queimada Nova,nacional,2026-09-03,,,
2208700,PI,Redenção do Gurguéia,nacional,2026-09-03,,,
2208809,PI,Regeneração,nacional,2026-09-03,,,
2208858,PI,Riacho Frio,nacional,2026-09-03,,,
2208874,PI,Ribeira do Piauí,nacional,2026-09-03,,,
2208908,PI,Ribeiro Gonçalves,nacional,2026-09-03,,,
2209005,PI,Rio Grande do Piauí,nacional,2026-09-03,,,
2209104,PI,Santa Cruz do Piauí,nacional,2026-09-03,,,
2209153,PI,Santa Cruz dos Milagres,nacional,2026-09-03,,,
2209203,PI,Santa Filomena,nacional,2026-09-03,,,
2209302,PI,Santa Luz,nacional,2026-09-03,,,
2209377,PI,Santa Rosa do Piauí,nacional,2026-09-03,,,
2209351,PI,Santana do Piauí,nacional,2026-09-03,,,
2209401,PI,Santo Antônio de Lisboa,nacional,2026-09-03,,,
2209450,PI,Santo Antônio dos Milagres,nacional,2026-09-03,,,
2209500,PI,Santo Inácio do Piauí,nacional,2026-09-03,,,
2210623,PI,Sebastião Barros,nacional,2026-09-03,,,
2210631,PI,Sebastião Leal,nacional,2026-09-03,,,
2210656,PI,Sigefredo Pacheco,nacional,2026-09-03,,,
2210805,PI,Simplício Mendes,nacional,2026-09-03,,,
2210706,PI,Simões,nacional,2026-09-03,,,
2210904,PI,Socorro do Piauí,nacional,2026-09-03,,,
2210938,PI,Sussuapara,nacional,2026-09-03,,,
2209559,PI,São Braz do Piauí,nacional,2026-09-03,,,
2209658,PI,São Francisco de Assis do Piauí,nacional,2026-09-03,,,
2209708,PI,São Francisco do Piauí,nacional,2026-09-03,,,
2209609,PI,São Félix do Piauí,nacional,2026-09-03,,,
2209757,PI,São Gonçalo do Gurguéia,nacional,2026-09-03,,,
2209807,PI,São Gonçalo do Piauí,nacional,2026-09-03,,,
2210052,PI,São José do Divino,nacional,2026-09-03,,,
2210102,PI,São José do Peixe,nacional,2026-09-03,,,
2210201,PI,São José do Piauí,nacional,2026-09-03,,,
2209856,PI,São João da Canabrava,nacional,2026-09-03,,,
2209872,PI,São João da Fronteira,nacional,2026-09-03,,,
2209906,PI,São João da Serra,nacional,2026-09-03,,,
2209955,PI,São João da Varjota,nacional,2026-09-03,,,
2209971,PI,São João do Arraial,nacional,2026-09-03,,,
2210003,PI,São João do Piauí,nacional,2026-09-03,,,
2210300,PI,São Julião,nacional,2026-09-03,,,
2210359,PI,São Lourenço do Piauí,nacional,2026-09-03,,,
2210375,PI,São Luis do Piauí,nacional,2026-09-03,,,
2210383,PI,São Miguel da Baixa Grande,nacional,2026-09-03,,,
2210391,PI,São Miguel do Fidalgo,nacional,2026-09-03,,,
2210409,PI,São Miguel do Tapuio,nacional,2026-09-03,,,
2210508,PI,São Pedro do Piauí,nacional,2026-09-03,,,
2210607,PI,São Raimundo Nonato,nacional,2026-09-03,,,
2210953,PI,Tamboril do Piauí,nacional,2026-09-03,,,
2210979,PI,Tanque do Piauí,nacional,2026-09-03,,,
2211001,PI,Teresina,nacional,2026-09-03,plano,,
2211100,PI,União,nacional,2026-09-03,,,
2211209,PI,Uruçuí,nacional,2026-09-03,,,
2211308,PI,Valença do Piauí,nacional,2026-09-03,,,
2211506,PI,Vera Mendes,nacional,2026-09-03,,,
2211605,PI,Vila Nova do Piauí,nacional,2026-09-03,,,
2211357,PI,Várzea Branca,nacional,2026-09-03,,,
2211407,PI,Várzea Grande,nacional,2026-09-03,,,
2211704,PI,Wall Ferraz,nacional,2026-09-03,,,
2200202,PI,Água Branca,nacional,2026-09-03,,,
4100103,PR,Abatiá,nacional,2026-09-03,,,
4100202,PR,Adrianópolis,nacional,2026-09-03,,,
4100301,PR,Agudos do Sul,nacional,2026-09-03,,,
4100400,PR,Almirante Tamandaré,nacional,2026-09-03,plano_elaboracao,,
4100459,PR,Altamira do Paraná,nacional,2026-09-03,,,
4100608,PR,Alto Paraná,nacional,2026-09-03,,,
4128625,PR,Alto Paraíso,nacional,2026-09-03,,,
4100707,PR,Alto Piquiri,nacional,2026-09-03,,,
4100509,PR,Altônia,nacional,2026-09-03,,,
4100806,PR,Alvorada do Sul,nacional,2026-09-03,,,
4100905,PR,Amaporã,nacional,2026-09-03,,,
4101002,PR,Ampére,nacional,2026-09-03,,,
4101051,PR,Anahy,nacional,2026-09-03,,,
4101101,PR,Andirá,nacional,2026-09-03,,,
4101200,PR,Antonina,nacional,2026-09-03,,,
4101309,PR,Antônio Olinto,nacional,2026-09-03,,,
4101408,PR,Apucarana,nacional,2026-09-03,,,
4101507,PR,Arapongas,nacional,2026-09-03,,,
4101606,PR,Arapoti,nacional,2026-09-03,,,
4101655,PR,Arapuã,nacional,2026-09-03,,,
4101705,PR,Araruna,nacional,2026-09-03,,,
4101804,PR,Araucária,nacional,2026-09-03,plano_elaboracao,,
4101853,PR,Ariranha do Ivaí,nacional,2026-09-03,,,
4101903,PR,Assaí,nacional,2026-09-03,,,
4102000,PR,Assis Chateaubriand,nacional,2026-09-03,,,
4102109,PR,Astorga,nacional,2026-09-03,,,
4102208,PR,Atalaia,nacional,2026-09-03,,,
4102307,PR,Balsa Nova,nacional,2026-09-03,,,
4102406,PR,Bandeirantes,nacional,2026-09-03,,,
4102505,PR,Barbosa Ferraz,nacional,2026-09-03,,,
4102703,PR,Barra do Jacaré,nacional,2026-09-03,,,
4102604,PR,Barracão,nacional,2026-09-03,,,
4102752,PR,Bela Vista da Caroba,nacional,2026-09-03,,,
4102802,PR,Bela Vista do Paraíso,nacional,2026-09-03,,,
4102901,PR,Bituruna,nacional,2026-09-03,,,
4103008,PR,Boa Esperança,nacional,2026-09-03,,,
4103024,PR,Boa Esperança do Iguaçu,nacional,2026-09-03,,,
4103040,PR,Boa Ventura de São Roque,nacional,2026-09-03,,,
4103057,PR,Boa Vista da Aparecida,nacional,2026-09-03,,,
4103107,PR,Bocaiúva do Sul,nacional,2026-09-03,,,
4103156,PR,Bom Jesus do Sul,nacional,2026-09-03,,,
4103206,PR,Bom Sucesso,nacional,2026-09-03,,,
4103222,PR,Bom Sucesso do Sul,nacional,2026-09-03,,,
4103305,PR,Borrazópolis,nacional,2026-09-03,,,
4103354,PR,Braganey,nacional,2026-09-03,,,
4103370,PR,Brasilândia do Sul,nacional,2026-09-03,,,
4103404,PR,Cafeara,nacional,2026-09-03,,,
4103453,PR,Cafelândia,nacional,2026-09-03,,,
4103479,PR,Cafezal do Sul,nacional,2026-09-03,,,
4103503,PR,Califórnia,nacional,2026-09-03,,,
4103602,PR,Cambará,nacional,2026-09-03,,,
4103800,PR,Cambira,nacional,2026-09-03,,,
4103701,PR,Cambé,nacional,2026-09-03,,,
4104006,PR,Campina Grande do Sul,nacional,2026-09-03,,,
