ibge,uf,municipio,nivel_verificacao,ultima_verificacao,plano_localizado,decreto_reconhecido,decreto_homologado
4103909,PR,Campina da Lagoa,nacional,2026-09-03,,,
4103958,PR,Campina do Simão,nacional,2026-09-03,,,
4104055,PR,Campo Bonito,nacional,2026-09-03,,,
4104204,PR,Campo Largo,nacional,2026-09-03,plano_elaboracao,,
4104253,PR,Campo Magro,nacional,2026-09-03,plano_elaboracao,,
4104303,PR,Campo Mourão,nacional,2026-09-03,,,
4104105,PR,Campo do Tenente,nacional,2026-09-03,,,
4104428,PR,Candói,nacional,2026-09-03,,,
4104451,PR,Cantagalo,nacional,2026-09-03,,,
4104501,PR,Capanema,nacional,2026-09-03,,,
4104600,PR,Capitão Leônidas Marques,nacional,2026-09-03,,,
4104659,PR,Carambeí,nacional,2026-09-03,,,
4104709,PR,Carlópolis,nacional,2026-09-03,,,
4104808,PR,Cascavel,nacional,2026-09-03,,,
4104907,PR,Castro,nacional,2026-09-03,,,
4105003,PR,Catanduvas,nacional,2026-09-03,,,
4105102,PR,Centenário do Sul,nacional,2026-09-03,,,
4105201,PR,Cerro Azul,nacional,2026-09-03,,,
4105409,PR,Chopinzinho,nacional,2026-09-03,,,
4105508,PR,Cianorte,nacional,2026-09-03,,,
4105607,PR,Cidade Gaúcha,nacional,2026-09-03,,,
4105706,PR,Clevelândia,nacional,2026-09-03,,,
4105805,PR,Colombo,nacional,2026-09-03,plano_elaboracao,,
4105904,PR,Colorado,nacional,2026-09-03,,,
4106001,PR,Congonhinhas,nacional,2026-09-03,,,
4106100,PR,Conselheiro Mairinck,nacional,2026-09-03,,,
4106209,PR,Contenda,nacional,2026-09-03,,,
4106308,PR,Corbélia,nacional,2026-09-03,,,
4106407,PR,Cornélio Procópio,nacional,2026-09-03,,,
4106456,PR,Coronel Domingos Soares,nacional,2026-09-03,,,
4106506,PR,Coronel Vivida,nacional,2026-09-03,,,
4106555,PR,Corumbataí do Sul,nacional,2026-09-03,,,
4106803,PR,Cruz Machado,nacional,2026-09-03,,,
4106571,PR,Cruzeiro do Iguaçu,nacional,2026-09-03,,,
4106605,PR,Cruzeiro do Oeste,nacional,2026-09-03,,,
4106704,PR,Cruzeiro do Sul,nacional,2026-09-03,,,
4106852,PR,Cruzmaltina,nacional,2026-09-03,,,
4106902,PR,Curitiba,nacional,2026-09-03,plano,,
4107009,PR,Curiúva,nacional,2026-09-03,,,
4104402,PR,Cândido de Abreu,nacional,2026-09-03,,,
4105300,PR,Céu Azul,nacional,2026-09-03,,,
4107157,PR,Diamante D'Oeste,nacional,2026-09-03,,,
4107108,PR,Diamante do Norte,nacional,2026-09-03,,,
4107124,PR,Diamante do Sul,nacional,2026-09-03,,,
4107207,PR,Dois Vizinhos,nacional,2026-09-03,,,
4107256,PR,Douradina,nacional,2026-09-03,,,
4107306,PR,Doutor Camargo,nacional,2026-09-03,,,
4128633,PR,Doutor Ulysses,nacional,2026-09-03,,,
4107504,PR,Engenheiro Beltrão,nacional,2026-09-03,,,
4107538,PR,Entre Rios do Oeste,nacional,2026-09-03,,,
4107405,PR,Enéas Marques,nacional,2026-09-03,,,
4107520,PR,Esperança Nova,nacional,2026-09-03,,,
4107546,PR,Espigão Alto do Iguaçu,nacional,2026-09-03,,,
4107553,PR,Farol,nacional,2026-09-03,,,
4107603,PR,Faxinal,nacional,2026-09-03,,,
4107652,PR,Fazenda Rio Grande,nacional,2026-09-03,,,
4107736,PR,Fernandes Pinheiro,nacional,2026-09-03,,,
4107751,PR,Figueira,nacional,2026-09-03,,,
4107850,PR,Flor da Serra do Sul,nacional,2026-09-03,,,
4107801,PR,Floraí,nacional,2026-09-03,,,
4107900,PR,Floresta,nacional,2026-09-03,,,
4108007,PR,Florestópolis,nacional,2026-09-03,,,
4108106,PR,Flórida,nacional,2026-09-03,,,
4108205,PR,Formosa do Oeste,nacional,2026-09-03,,,
4108304,PR,Foz do Iguaçu,nacional,2026-09-03,,,
4108452,PR,Foz do Jordão,nacional,2026-09-03,,,
4108320,PR,Francisco Alves,nacional,2026-09-03,,,
4108403,PR,Francisco Beltrão,nacional,2026-09-03,,,
4107702,PR,Fênix,nacional,2026-09-03,,,
4108502,PR,General Carneiro,nacional,2026-09-03,,,
4108551,PR,Godoy Moreira,nacional,2026-09-03,,,
4108601,PR,Goioerê,nacional,2026-09-03,,,
4108650,PR,Goioxim,nacional,2026-09-03,,,
4108700,PR,Grandes Rios,nacional,2026-09-03,,,
4108908,PR,Guairaçá,nacional,2026-09-03,,,
4108957,PR,Guamiranga,nacional,2026-09-03,,,
4109005,PR,Guapirama,nacional,2026-09-03,,,
4109104,PR,Guaporema,nacional,2026-09-03,,,
4109203,PR,Guaraci,nacional,2026-09-03,,,
4109302,PR,Guaraniaçu,nacional,2026-09-03,,,
4109401,PR,Guarapuava,nacional,2026-09-03,,,
4109500,PR,Guaraqueçaba,nacional,2026-09-03,,,
4109609,PR,Guaratuba,nacional,2026-09-03,,,
4108809,PR,Guaíra,nacional,2026-09-03,,,
4109658,PR,Honório Serpa,nacional,2026-09-03,,,
4109708,PR,Ibaiti,nacional,2026-09-03,,,
4109757,PR,Ibema,nacional,2026-09-03,,,
4109807,PR,Ibiporã,nacional,2026-09-03,,,
4109906,PR,Icaraíma,nacional,2026-09-03,,,
4110003,PR,Iguaraçu,nacional,2026-09-03,,,
4110052,PR,Iguatu,nacional,2026-09-03,,,
4110078,PR,Imbaú,nacional,2026-09-03,,,
4110102,PR,Imbituva,nacional,2026-09-03,,,
4110300,PR,Inajá,nacional,2026-09-03,,,
4110409,PR,Indianópolis,nacional,2026-09-03,,,
4110201,PR,Inácio Martins,nacional,2026-09-03,,,
4110508,PR,Ipiranga,nacional,2026-09-03,,,
4110607,PR,Iporã,nacional,2026-09-03,,,
4110656,PR,Iracema do Oeste,nacional,2026-09-03,,,
4110706,PR,Irati,nacional,2026-09-03,,,
4110805,PR,Iretama,nacional,2026-09-03,,,
4110904,PR,Itaguajé,nacional,2026-09-03,,,
4110953,PR,Itaipulândia,nacional,2026-09-03,,,
4111001,PR,Itambaracá,nacional,2026-09-03,,,
4111100,PR,Itambé,nacional,2026-09-03,,,
4111209,PR,Itapejara d'Oeste,nacional,2026-09-03,,,
4111258,PR,Itaperuçu,nacional,2026-09-03,,,
4111308,PR,Itaúna do Sul,nacional,2026-09-03,,,
4111506,PR,Ivaiporã,nacional,2026-09-03,,,
4111605,PR,Ivatuba,nacional,2026-09-03,,,
4111555,PR,Ivaté,nacional,2026-09-03,,,
4111407,PR,Ivaí,nacional,2026-09-03,,,
4111704,PR,Jaboti,nacional,2026-09-03,,,
4111803,PR,Jacarezinho,nacional,2026-09-03,,,
4111902,PR,Jaguapitã,nacional,2026-09-03,,,
4112009,PR,Jaguariaíva,nacional,2026-09-03,,,
4112108,PR,Jandaia do Sul,nacional,2026-09-03,,,
4112207,PR,Janiópolis,nacional,2026-09-03,,,
4112306,PR,Japira,nacional,2026-09-03,,,
4112405,PR,Japurá,nacional,2026-09-03,,,
4112504,PR,Jardim Alegre,nacional,2026-09-03,,,
4112603,PR,Jardim Olinda,nacional,2026-09-03,,,
4112702,PR,Jataizinho,nacional,2026-09-03,,,
4112751,PR,Jesuítas,nacional,2026-09-03,,,
4112801,PR,Joaquim Távora,nacional,2026-09-03,,,
4112900,PR,Jundiaí do Sul,nacional,2026-09-03,,,
4112959,PR,Juranda,nacional,2026-09-03,,,
4113007,PR,Jussara,nacional,2026-09-03,,,
4113106,PR,Kaloré,nacional,2026-09-03,,,
4113205,PR,Lapa,nacional,2026-09-03,,,
4113254,PR,Laranjal,nacional,2026-09-03,,,
4113304,PR,Laranjeiras do Sul,nacional,2026-09-03,,,
4113403,PR,Leópolis,nacional,2026-09-03,,,
4113429,PR,Lidianópolis,nacional,2026-09-03,,,
4113452,PR,Lindoeste,nacional,2026-09-03,,,
4113502,PR,Loanda,nacional,2026-09-03,,,
4113601,PR,Lobato,nacional,2026-09-03,,,
4113700,PR,Londrina,nacional,2026-09-03,,,
4113734,PR,Luiziana,nacional,2026-09-03,,,
4113759,PR,Lunardelli,nacional,2026-09-03,,,
4113809,PR,Lupionópolis,nacional,2026-09-03,,,
4113908,PR,Mallet,nacional,2026-09-03,,,
4114005,PR,Mamborê,nacional,2026-09-03,,,
4114203,PR,Mandaguari,nacional,2026-09-03,,,
4114104,PR,Mandaguaçu,nacional,2026-09-03,,,
4114302,PR,Mandirituba,nacional,2026-09-03,,,
4114351,PR,Manfrinópolis,nacional,2026-09-03,,,
4114401,PR,Mangueirinha,nacional,2026-09-03,,,
4114500,PR,Manoel Ribas,nacional,2026-09-03,,,
4114609,PR,Marechal Cândido Rondon,nacional,2026-09-03,,,
4114708,PR,Maria Helena,nacional,2026-09-03,,,
4114807,PR,Marialva,nacional,2026-09-03,,,
4115002,PR,Marilena,nacional,2026-09-03,,,
4115101,PR,Mariluz,nacional,2026-09-03,,,
4114906,PR,Marilândia do Sul,nacional,2026-09-03,,,
4115200,PR,Maringá,nacional,2026-09-03,,,
4115358,PR,Maripá,nacional,2026-09-03,,,
4115309,PR,Mariópolis,nacional,2026-09-03,,,
4115408,PR,Marmeleiro,nacional,2026-09-03,,,
4115457,PR,Marquinho,nacional,2026-09-03,,,
4115507,PR,Marumbi,nacional,2026-09-03,,,
4115606,PR,Matelândia,nacional,2026-09-03,,,
4115705,PR,Matinhos,nacional,2026-09-03,,,
4115739,PR,Mato Rico,nacional,2026-09-03,,,
4115754,PR,Mauá da Serra,nacional,2026-09-03,,,
4115804,PR,Medianeira,nacional,2026-09-03,,,
4115853,PR,Mercedes,nacional,2026-09-03,,,
4115903,PR,Mirador,nacional,2026-09-03,,,
4116000,PR,Miraselva,nacional,2026-09-03,,,
4116059,PR,Missal,nacional,2026-09-03,,,
4116109,PR,Moreira Sales,nacional,2026-09-03,,,
4116208,PR,Morretes,nacional,2026-09-03,,,
4116307,PR,Munhoz de Melo,nacional,2026-09-03,,,
4116406,PR,Nossa Senhora das Graças,nacional,2026-09-03,,,
4116505,PR,Nova Aliança do Ivaí,nacional,2026-09-03,,,
4116604,PR,Nova América da Colina,nacional,2026-09-03,,,
4116703,PR,Nova Aurora,nacional,2026-09-03,,,
4116802,PR,Nova Cantu,nacional,2026-09-03,,,
4116901,PR,Nova Esperança,nacional,2026-09-03,,,
4116950,PR,Nova Esperança do Sudoeste,nacional,2026-09-03,,,
4117008,PR,Nova Fátima,nacional,2026-09-03,,,
4117057,PR,Nova Laranjeiras,nacional,2026-09-03,,,
4117107,PR,Nova Londrina,nacional,2026-09-03,,,
4117206,PR,Nova Olímpia,nacional,2026-09-03,,,
4117255,PR,Nova Prata do Iguaçu,nacional,2026-09-03,,,
4117214,PR,Nova Santa Bárbara,nacional,2026-09-03,,,
4117222,PR,Nova Santa Rosa,nacional,2026-09-03,,,
4117271,PR,Nova Tebas,nacional,2026-09-03,,,
4117297,PR,Novo Itacolomi,nacional,2026-09-03,,,
4117305,PR,Ortigueira,nacional,2026-09-03,,,
4117404,PR,Ourizona,nacional,2026-09-03,,,
4117453,PR,Ouro Verde do Oeste,nacional,2026-09-03,,,
4117503,PR,Paiçandu,nacional,2026-09-03,,,
4117602,PR,Palmas,nacional,2026-09-03,,,
4117701,PR,Palmeira,nacional,2026-09-03,,,
4117800,PR,Palmital,nacional,2026-09-03,,,
4117909,PR,Palotina,nacional,2026-09-03,,,
4118105,PR,Paranacity,nacional,2026-09-03,,,
4118204,PR,Paranaguá,nacional,2026-09-03,,,
4118303,PR,Paranapoema,nacional,2026-09-03,,,
4118402,PR,Paranavaí,nacional,2026-09-03,,,
4118006,PR,Paraíso do Norte,nacional,2026-09-03,,,
4118451,PR,Pato Bragado,nacional,2026-09-03,,,
4118501,PR,Pato Branco,nacional,2026-09-03,,,
4118600,PR,Paula Freitas,nacional,2026-09-03,,,
4118709,PR,Paulo Frontin,nacional,2026-09-03,,,
4118808,PR,Peabiru,nacional,2026-09-03,,,
4118857,PR,Perobal,nacional,2026-09-03,,,
4119152,PR,Pinhais,nacional,2026-09-03,plano_elaboracao,,
4119251,PR,Pinhal de São Bento,nacional,2026-09-03,,,
4119202,PR,Pinhalão,nacional,2026-09-03,,,
4119301,PR,Pinhão,nacional,2026-09-03,,,
4119509,PR,Piraquara,nacional,2026-09-03,plano_elaboracao,,
4119400,PR,Piraí do Sul,nacional,2026-09-03,,,
4119608,PR,Pitanga,nacional,2026-09-03,,,
4119657,PR,Pitangueiras,nacional,2026-09-03,,,
4119103,PR,Piên,nacional,2026-09-03,,,
4119707,PR,Planaltina do Paraná,nacional,2026-09-03,,,
4119806,PR,Planalto,nacional,2026-09-03,,,
4119905,PR,Ponta Grossa,nacional,2026-09-03,,,
4119954,PR,Pontal do Paraná,nacional,2026-09-03,,,
4120002,PR,Porecatu,nacional,2026-09-03,,,
4120101,PR,Porto Amazonas,nacional,2026-09-03,,,
4120150,PR,Porto Barreiro,nacional,2026-09-03,,,
4120200,PR,Porto Rico,nacional,2026-09-03,,,
4120309,PR,Porto Vitória,nacional,2026-09-03,,,
4120333,PR,Prado Ferreira,nacional,2026-09-03,,,
4120358,PR,Pranchita,nacional,2026-09-03,,,
4120408,PR,Presidente Castelo Branco,nacional,2026-09-03,,,
4120507,PR,Primeiro de Maio,nacional,2026-09-03,,,
4120606,PR,Prudentópolis,nacional,2026-09-03,,,
4118907,PR,Pérola,nacional,2026-09-03,,,
4119004,PR,Pérola d'Oeste,nacional,2026-09-03,,,
4120655,PR,Quarto Centenário,nacional,2026-09-03,,,
4120705,PR,Quatiguá,nacional,2026-09-03,,,
4120804,PR,Quatro Barras,nacional,2026-09-03,plano_elaboracao,,
4120853,PR,Quatro Pontes,nacional,2026-09-03,,,
4120903,PR,Quedas do Iguaçu,nacional,2026-09-03,,,
4121000,PR,Querência do Norte,nacional,2026-09-03,,,
4121109,PR,Quinta do Sol,nacional,2026-09-03,,,
4121208,PR,Quitandinha,nacional,2026-09-03,,,
4121257,PR,Ramilândia,nacional,2026-09-03,,,
4121307,PR,Rancho Alegre,nacional,2026-09-03,,,
4121356,PR,Rancho Alegre D'Oeste,nacional,2026-09-03,,,
4121406,PR,Realeza,nacional,2026-09-03,,,
4121505,PR,Rebouças,nacional,2026-09-03,,,
4121604,PR,Renascença,nacional,2026-09-03,,,
4121703,PR,Reserva,nacional,2026-09-03,,,
4121752,PR,Reserva do Iguaçu,nacional,2026-09-03,,,
4121802,PR,Ribeirão Claro,nacional,2026-09-03,,,
4121901,PR,Ribeirão do Pinhal,nacional,2026-09-03,,,
4122008,PR,Rio Azul,nacional,2026-09-03,,,
4122107,PR,Rio Bom,nacional,2026-09-03,,,
4122156,PR,Rio Bonito do Iguaçu,nacional,2026-09-03,,,
4122172,PR,Rio Branco do Ivaí,nacional,2026-09-03,,,
4122206,PR,Rio Branco do Sul,nacional,2026-09-03,,,
4122305,PR,Rio Negro,nacional,2026-09-03,,,
4122404,PR,Rolândia,nacional,2026-09-03,,,
4122503,PR,Roncador,nacional,2026-09-03,,,
4122602,PR,Rondon,nacional,2026-09-03,,,
4122651,PR,Rosário do Ivaí,nacional,2026-09-03,,,
4122701,PR,Sabáudia,nacional,2026-09-03,,,
4122800,PR,Salgado Filho,nacional,2026-09-03,,,
4122909,PR,Salto do Itararé,nacional,2026-09-03,,,
4123006,PR,Salto do Lontra,nacional,2026-09-03,,,
4123105,PR,Santa Amélia,nacional,2026-09-03,,,
4123204,PR,Santa Cecília do Pavão,nacional,2026-09-03,,,
4123303,PR,Santa Cruz de Monte Castelo,nacional,2026-09-03,,,
4123402,PR,Santa Fé,nacional,2026-09-03,,,
4123501,PR,Santa Helena,nacional,2026-09-03,,,
4123600,PR,Santa Inês,nacional,2026-09-03,,,
4123709,PR,Santa Isabel do Ivaí,nacional,2026-09-03,,,
4123808,PR,Santa Izabel do Oeste,nacional,2026-09-03,,,
4123824,PR,Santa Lúcia,nacional,2026-09-03,,,
4123857,PR,Santa Maria do Oeste,nacional,2026-09-03,,,
4123907,PR,Santa Mariana,nacional,2026-09-03,,,
4123956,PR,Santa Mônica,nacional,2026-09-03,,,
4124020,PR,Santa Tereza do Oeste,nacional,2026-09-03,,,
4124053,PR,Santa Terezinha de Itaipu,nacional,2026-09-03,,,
4124004,PR,Santana do Itararé,nacional,2026-09-03,,,
4124103,PR,Santo Antônio da Platina,nacional,2026-09-03,,,
4124202,PR,Santo Antônio do Caiuá,nacional,2026-09-03,,,
4124301,PR,Santo Antônio do Paraíso,nacional,2026-09-03,,,
4124400,PR,Santo Antônio do Sudoeste,nacional,2026-09-03,,,
4124509,PR,Santo Inácio,nacional,2026-09-03,,,
4126207,PR,Sapopema,nacional,2026-09-03,,,
4126256,PR,Sarandi,nacional,2026-09-03,,,
4126272,PR,Saudade do Iguaçu,nacional,2026-09-03,,,
4126306,PR,Sengés,nacional,2026-09-03,,,
4126355,PR,Serranópolis do Iguaçu,nacional,2026-09-03,,,
4126405,PR,Sertaneja,nacional,2026-09-03,,,
4126504,PR,Sertanópolis,nacional,2026-09-03,,,
4126603,PR,Siqueira Campos,nacional,2026-09-03,,,
4126652,PR,Sulina,nacional,2026-09-03,,,
4124608,PR,São Carlos do Ivaí,nacional,2026-09-03,,,
4124707,PR,São Jerônimo da Serra,nacional,2026-09-03,,,
4125209,PR,São Jorge d'Oeste,nacional,2026-09-03,,,
4125308,PR,São Jorge do Ivaí,nacional,2026-09-03,,,
4125357,PR,São Jorge do Patrocínio,nacional,2026-09-03,,,
4125407,PR,São José da Boa Vista,nacional,2026-09-03,,,
4125456,PR,São José das Palmeiras,nacional,2026-09-03,,,
4125506,PR,São José dos Pinhais,nacional,2026-09-03,plano_elaboracao,,
4124806,PR,São João,nacional,2026-09-03,,,
4124905,PR,São João do Caiuá,nacional,2026-09-03,,,
4125001,PR,São João do Ivaí,nacional,2026-09-03,,,
4125100,PR,São João do Triunfo,nacional,2026-09-03,,,
4125555,PR,São Manoel do Paraná,nacional,2026-09-03,,,
4125605,PR,São Mateus do Sul,nacional,2026-09-03,,,
4125704,PR,São Miguel do Iguaçu,nacional,2026-09-03,,,
4125753,PR,São Pedro do Iguaçu,nacional,2026-09-03,,,
4125803,PR,São Pedro do Ivaí,nacional,2026-09-03,,,
4125902,PR,São Pedro do Paraná,nacional,2026-09-03,,,
4126009,PR,São Sebastião da Amoreira,nacional,2026-09-03,,,
4126108,PR,São Tomé,nacional,2026-09-03,,,
4126678,PR,Tamarana,nacional,2026-09-03,,,
4126702,PR,Tamboara,nacional,2026-09-03,,,
4126801,PR,Tapejara,nacional,2026-09-03,,,
4126900,PR,Tapira,nacional,2026-09-03,,,
4127007,PR,Teixeira Soares,nacional,2026-09-03,,,
4127106,PR,Telêmaco Borba,nacional,2026-09-03,,,
4127205,PR,Terra Boa,nacional,2026-09-03,,,
4127304,PR,Terra Rica,nacional,2026-09-03,,,
4127403,PR,Terra Roxa,nacional,2026-09-03,,,
4127502,PR,Tibagi,nacional,2026-09-03,,,
4127601,PR,Tijucas do Sul,nacional,2026-09-03,,,
4127700,PR,Toledo,nacional,2026-09-03,,,
4127809,PR,Tomazina,nacional,2026-09-03,,,
4127858,PR,Três Barras do Paraná,nacional,2026-09-03,,,
4127882,PR,Tunas do Paraná,nacional,2026-09-03,,,
4127908,PR,Tuneiras do Oeste,nacional,2026-09-03,,,
4127957,PR,Tupãssi,nacional,2026-09-03,,,
4127965,PR,Turvo,nacional,2026-09-03,,,
4128005,PR,Ubiratã,nacional,2026-09-03,,,
4128104,PR,Umuarama,nacional,2026-09-03,,,
4128302,PR,Uniflor,nacional,2026-09-03,,,
4128203,PR,União da Vitória,nacional,2026-09-03,,,
4128401,PR,Uraí,nacional,2026-09-03,,,
4128534,PR,Ventania,nacional,2026-09-03,,,
4128559,PR,Vera Cruz do Oeste,nacional,2026-09-03,,,
4128609,PR,Verê,nacional,2026-09-03,,,
4128658,PR,Virmond,nacional,2026-09-03,,,
4128708,PR,Vitorino,nacional,2026-09-03,,,
4128500,PR,Wenceslau Braz,nacional,2026-09-03,,,
4128807,PR,Xambrê,nacional,2026-09-03,,,
4101150,PR,Ângulo,nacional,2026-09-03,,,
3300100,RJ,Angra dos Reis,nacional,2026-09-03,,,
3300159,RJ,Aperibé,nacional,2026-09-03,,,
3300209,RJ,Araruama,nacional,2026-09-03,,,
3300225,RJ,Areal,nacional,2026-09-03,,,
3300233,RJ,Armação dos Búzios,nacional,2026-09-03,,,
3300258,RJ,Arraial do Cabo,nacional,2026-09-03,,,
3300407,RJ,Barra Mansa,nacional,2026-09-03,,,
3300308,RJ,Barra do Piraí,nacional,2026-09-03,,,
3300456,RJ,Belford Roxo,nacional,2026-09-03,,,
3300506,RJ,Bom Jardim,nacional,2026-09-03,,,
3300605,RJ,Bom Jesus do Itabapoana,nacional,2026-09-03,,,
3300704,RJ,Cabo Frio,nacional,2026-09-03,,,
3300803,RJ,Cachoeiras de Macacu,nacional,2026-09-03,,,
3300902,RJ,Cambuci,nacional,2026-09-03,,,
3301009,RJ,Campos dos Goytacazes,nacional,2026-09-03,,,
3301108,RJ,Cantagalo,nacional,2026-09-03,,,
3300936,RJ,Carapebus,nacional,2026-09-03,,,
3301157,RJ,Cardoso Moreira,nacional,2026-09-03,,,
3301207,RJ,Carmo,nacional,2026-09-03,,,
3301306,RJ,Casimiro de Abreu,nacional,2026-09-03,,,
3300951,RJ,Comendador Levy Gasparian,nacional,2026-09-03,,,
3301405,RJ,Conceição de Macabu,nacional,2026-09-03,,,
3301504,RJ,Cordeiro,nacional,2026-09-03,,,
3301603,RJ,Duas Barras,nacional,2026-09-03,,,
3301702,RJ,Duque de Caxias,nacional,2026-09-03,plano,,
3301801,RJ,Engenheiro Paulo de Frontin,nacional,2026-09-03,,,
3301850,RJ,Guapimirim,nacional,2026-09-03,,,
3301876,RJ,Iguaba Grande,nacional,2026-09-03,,,
3301900,RJ,Itaboraí,nacional,2026-09-03,,,
3302007,RJ,Itaguaí,nacional,2026-09-03,,,
3302056,RJ,Italva,nacional,2026-09-03,,,
3302106,RJ,Itaocara,nacional,2026-09-03,,,
3302205,RJ,Itaperuna,nacional,2026-09-03,,,
3302254,RJ,Itatiaia,nacional,2026-09-03,,,
3302270,RJ,Japeri,nacional,2026-09-03,,,
3302304,RJ,Laje do Muriaé,nacional,2026-09-03,,,
3302403,RJ,Macaé,nacional,2026-09-03,plano,,
3302452,RJ,Macuco,nacional,2026-09-03,,,
3302502,RJ,Magé,nacional,2026-09-03,,,
3302601,RJ,Mangaratiba,nacional,2026-09-03,,,
3302700,RJ,Maricá,nacional,2026-09-03,plano,,
3302809,RJ,Mendes,nacional,2026-09-03,,,
3302858,RJ,Mesquita,nacional,2026-09-03,,,
3302908,RJ,Miguel Pereira,nacional,2026-09-03,,,
3303005,RJ,Miracema,nacional,2026-09-03,,,
3303104,RJ,Natividade,nacional,2026-09-03,,,
3303203,RJ,Nilópolis,nacional,2026-09-03,,,
3303302,RJ,Niterói,nacional,2026-09-03,,,
3303401,RJ,Nova Friburgo,nacional,2026-09-03,,,
3303500,RJ,Nova Iguaçu,nacional,2026-09-03,plano,,
3303609,RJ,Paracambi,nacional,2026-09-03,,,
3303807,RJ,Paraty,nacional,2026-09-03,,,
3303708,RJ,Paraíba do Sul,nacional,2026-09-03,,,
3303856,RJ,Paty do Alferes,nacional,2026-09-03,,,
3303906,RJ,Petrópolis,nacional,2026-09-03,,,
3303955,RJ,Pinheiral,nacional,2026-09-03,,,
3304003,RJ,Piraí,nacional,2026-09-03,,,
3304102,RJ,Porciúncula,nacional,2026-09-03,,,
3304110,RJ,Porto Real,nacional,2026-09-03,,,
3304128,RJ,Quatis,nacional,2026-09-03,,,
3304144,RJ,Queimados,nacional,2026-09-03,,,
3304151,RJ,Quissamã,nacional,2026-09-03,,,
3304201,RJ,Resende,nacional,2026-09-03,,,
3304300,RJ,Rio Bonito,nacional,2026-09-03,,,
3304409,RJ,Rio Claro,nacional,2026-09-03,,,
3304508,RJ,Rio das Flores,nacional,2026-09-03,,,
3304524,RJ,Rio das Ostras,nacional,2026-09-03,,,
3304557,RJ,Rio de Janeiro,nacional,2026-09-03,plano,,
3304607,RJ,Santa Maria Madalena,nacional,2026-09-03,,,
3304706,RJ,Santo Antônio de Pádua,nacional,2026-09-03,,,
3305406,RJ,Sapucaia,nacional,2026-09-03,,,
3305505,RJ,Saquarema,nacional,2026-09-03,,,
3305554,RJ,Seropédica,nacional,2026-09-03,,,
3305604,RJ,Silva Jardim,nacional,2026-09-03,,,
3305703,RJ,Sumidouro,nacional,2026-09-03,,,
3304805,RJ,São Fidélis,nacional,2026-09-03,,,
3304755,RJ,São Francisco de Itabapoana,nacional,2026-09-03,,,
3304904,RJ,São Gonçalo,nacional,2026-09-03,plano,,
3305133,RJ,São José de Ubá,nacional,2026-09-03,,,
3305158,RJ,São José do Vale do Rio Preto,nacional,2026-09-03,,,
3305000,RJ,São João da Barra,nacional,2026-09-03,,,
3305109,RJ,São João de Meriti,nacional,2026-09-03,,,
3305208,RJ,São Pedro da Aldeia,nacional,2026-09-03,,,
3305307,RJ,São Sebastião do Alto,nacional,2026-09-03,,,
3305752,RJ,Tanguá,nacional,2026-09-03,,,
3305802,RJ,Teresópolis,nacional,2026-09-03,,,
3305901,RJ,Trajano de Moraes,nacional,2026-09-03,,,
3306008,RJ,Três Rios,nacional,2026-09-03,,,
3306107,RJ,Valença,nacional,2026-09-03,,,
3306156,RJ,Varre-Sai,nacional,2026-09-03,,,
3306206,RJ,Vassouras,nacional,2026-09-03,,,
3306305,RJ,Volta Redonda,nacional,2026-09-03,,,
2400109,RN,Acari,nacional,2026-09-03,,,
2400307,RN,Afonso Bezerra,nacional,2026-09-03,,,
2400505,RN,Alexandria,nacional,2026-09-03,,,
2400604,RN,Almino Afonso,nacional,2026-09-03,,,
2400703,RN,Alto do Rodrigues,nacional,2026-09-03,,,
2400802,RN,Angicos,nacional,2026-09-03,,,
2400901,RN,Antônio Martins,nacional,2026-09-03,,,
2401008,RN,Apodi,nacional,2026-09-03,,,
2401107,RN,Areia Branca,nacional,2026-09-03,,,
2401206,RN,Arês,nacional,2026-09-03,,,
2401305,RN,Augusto Severo (Campo Grande),nacional,2026-09-03,,,
2400208,RN,Açu,nacional,2026-09-03,,,
2401453,RN,Baraúna,nacional,2026-09-03,,,
2401503,RN,Barcelona,nacional,2026-09-03,,,
2401404,RN,Baía Formosa,nacional,2026-09-03,,,
2401602,RN,Bento Fernandes,nacional,2026-09-03,,,
2401651,RN,Bodó,nacional,2026-09-03,,,
2401701,RN,Bom Jesus,nacional,2026-09-03,,,
2401800,RN,Brejinho,nacional,2026-09-03,,,
2402006,RN,Caicó,nacional,2026-09-03,,,
2401859,RN,Caiçara do Norte,nacional,2026-09-03,,,
2401909,RN,Caiçara do Rio do Vento,nacional,2026-09-03,,,
2402105,RN,Campo Redondo,nacional,2026-09-03,,,
2402204,RN,Canguaretama,nacional,2026-09-03,,,
2402303,RN,Caraúbas,nacional,2026-09-03,,,
2402501,RN,Carnaubais,nacional,2026-09-03,decreto,,
